task_name,task_type,days_until_deadline,remaining_days,required_hours,progress_percent,current_cgpa,task_weight,weightage_marks,difficulty_level,stress_level,past_delay_history,dependency_count,risk_score,delay_days,will_delay
Network Lab - Packet Analysis (Sem 7),lab_experiment,23,19,70.7,64,9.29,31,87,very_hard,high,4,3,60.3,6,1
Weekly Test #2,exam,24,19,71.0,65,5.79,49,80,very_hard,high,8,5,78.9,4,1
DS Lab - Linked List (Sem 5),lab_experiment,16,11,11.5,90,7.9,16,74,medium,high,1,6,33.6,-1,0
Industry Internship Project (Sem 7),project,27,23,23.6,54,8.85,38,23,easy,low,10,0,28.0,-2,0
Unit Test,exam,26,26,55.6,37,5.22,39,14,medium,medium,9,6,61.5,11,1
Digital Electronics Lab (Sem 4),lab_experiment,30,25,23.7,85,4.28,29,59,medium,high,10,2,51.9,9,1
Data Structures Assignment (Sem 4),assignment,30,27,66.6,81,8.23,46,57,hard,medium,9,1,42.4,-2,0
Weekly Test,exam,31,30,59.1,15,6.26,32,45,hard,low,9,6,62.2,5,1
Math Assignment,assignment,6,4,48.2,99,9.59,44,94,medium,high,8,2,48.6,2,1
Module Exam (Sem 3),exam,6,2,13.6,69,7.22,10,54,medium,medium,5,2,56.2,6,1
Internal Assessment (Sem 8),exam,31,26,1.7,85,6.08,20,92,hard,high,0,5,44.0,-1,0
Mini Project (Sem 5),project,25,23,3.0,66,8.93,28,75,hard,medium,0,2,30.6,-2,0
Module Exam,exam,34,30,43.1,80,4.39,47,90,hard,critical,6,6,75.7,2,1
Digital Electronics Lab (Sem 2),lab_experiment,22,21,2.9,91,5.99,10,19,easy,high,8,0,39.8,-2,0
Online Quiz (Sem 8),exam,15,12,26.0,49,8.04,39,10,hard,high,9,0,53.1,12,1
Math Assignment #5,assignment,30,25,24.8,11,5.69,33,58,medium,high,7,1,65.1,9,1
Network Lab - Packet Analysis (Sem 5),lab_experiment,6,4,54.5,93,7.89,5,80,very_hard,low,0,0,29.9,0,0
Algorithms Assignment,assignment,18,13,68.3,18,4.97,19,88,hard,low,2,5,56.3,13,1
Machine Learning Assignment #4,assignment,21,21,20.8,25,8.35,36,52,medium,high,3,0,44.6,-1,0
Networking Assignment #3,assignment,14,10,53.1,88,7.51,41,82,medium,medium,6,1,33.5,-3,0
Internal Assessment #2,exam,28,26,11.6,93,5.99,35,69,medium,high,7,4,54.9,2,1
Computer Vision Lab,lab_experiment,32,28,16.5,93,9.32,9,19,very_hard,high,10,0,49.3,14,1
Industry Internship Project (Sem 1),project,12,8,71.6,69,6.83,14,56,medium,critical,9,5,62.6,14,1
Unit Test #4,exam,15,11,1.8,30,9.09,44,97,easy,medium,7,1,40.4,-2,0
IOT Lab Experiment,lab_experiment,27,24,19.3,33,6.22,7,95,medium,critical,5,3,65.1,8,1
Final Year Project,project,26,22,51.1,35,9.01,21,84,medium,low,10,3,41.1,-1,0
Machine Learning Assignment,assignment,19,16,28.9,44,6.92,35,87,easy,critical,7,1,56.7,4,1
Machine Learning Assignment,assignment,6,5,29.6,91,8.9,47,39,medium,medium,1,3,33.5,0,0
Group Project - Web App (Sem 3),project,29,26,2.8,5,4.77,42,30,easy,medium,9,1,55.2,1,1
AI Lab - Search Algorithms (Sem 7),lab_experiment,23,18,2.5,92,8.37,23,20,medium,high,7,6,45.9,8,1
DS Lab - Linked List (Sem 3),lab_experiment,27,26,50.2,65,5.59,48,53,very_hard,high,1,1,58.8,7,1
Research Project,project,20,16,55.1,19,7.63,16,70,very_hard,high,8,4,72.8,13,1
OS Assignment (Sem 3),assignment,17,17,71.9,99,8.07,32,76,medium,critical,8,3,49.4,4,1
Mobile App Development #3,project,6,4,38.7,29,9.46,10,46,hard,medium,4,1,54.2,1,1
Computer Graphics Assignment (Sem 2),assignment,3,0,52.7,88,8.83,31,56,easy,medium,9,2,54.5,5,1
Industry Internship Project (Sem 5),project,13,12,33.6,100,7.35,16,57,hard,medium,4,4,43.6,6,1
Research Project #1,project,30,25,76.0,12,5.29,30,53,hard,high,10,5,79.6,1,1
Embedded Systems Lab,lab_experiment,19,15,35.4,8,5.58,28,20,hard,high,6,4,78.2,11,1
Surprise Test (Sem 3),exam,18,15,1.8,84,9.58,38,46,easy,high,8,4,42.0,-2,0
OS Lab - Process Scheduling (Sem 4),lab_experiment,1,0,7.9,35,8.68,27,95,medium,high,8,0,72.7,12,1
OS Assignment (Sem 5),assignment,30,26,73.3,44,6.08,22,38,hard,low,6,4,53.4,1,1
Unit Test (Sem 2),exam,6,2,24.2,14,8.82,21,78,hard,high,7,3,79.3,10,1
Group Project - Web App (Sem 8),project,18,14,69.1,61,4.7,9,58,hard,critical,10,5,75.7,4,1
Online Quiz (Sem 1),exam,28,26,20.6,11,6.39,26,19,hard,low,5,2,56.4,4,1
Unit Test (Sem 8),exam,7,6,59.1,33,5.24,17,41,hard,medium,1,0,53.1,2,1
Industry Internship Project #1,project,15,11,25.9,73,9.21,36,33,very_hard,critical,4,3,67.0,4,1
OS Lab - Process Scheduling #5,lab_experiment,34,30,3.6,44,6.36,48,32,medium,low,8,3,47.0,-1,0
Data Structures Assignment (Sem 7),assignment,5,3,29.6,33,5.12,21,40,medium,critical,5,2,84.5,3,1
Mobile App Development (Sem 7),project,26,24,29.8,51,5.68,16,83,easy,high,3,6,52.4,2,1
Internal Assessment #5,exam,7,6,64.2,94,4.9,5,32,medium,low,10,4,47.7,9,1
Weekly Test (Sem 5),exam,31,27,4.8,12,8.14,8,37,hard,medium,10,0,50.4,8,1
Viva Voce (Sem 6),exam,19,17,28.2,52,4.73,48,87,easy,high,10,4,59.4,3,1
Practical Exam (Sem 8),exam,14,14,31.1,36,6.78,14,31,hard,critical,6,5,76.2,10,1
Mini Project #1,project,9,7,26.0,37,8.26,43,92,medium,critical,5,5,74.9,10,1
Mobile App Development,project,9,4,19.5,32,9.64,49,20,medium,medium,1,0,39.5,0,0
Data Structures Assignment,assignment,12,8,13.3,83,9.59,29,49,medium,high,7,5,48.3,3,1
Digital Electronics Lab,lab_experiment,23,21,69.0,41,9.19,34,79,very_hard,medium,2,5,56.2,9,1
Computer Vision Lab (Sem 8),lab_experiment,28,23,70.3,55,7.14,45,78,medium,medium,8,1,45.5,-3,0
ML Model Project #3,project,6,4,1.8,66,8.89,13,54,medium,medium,7,6,51.1,8,1
Mid-Semester Exam (Sem 5),exam,7,7,44.3,24,6.47,40,65,medium,low,10,3,58.2,14,1
Group Project - Web App #3,project,21,20,41.8,78,8.85,48,44,medium,high,4,3,44.2,-2,0
DBMS Assignment,assignment,23,20,49.8,34,8.2,36,34,medium,low,8,0,36.8,-2,0
Algorithms Assignment (Sem 3),assignment,19,14,1.6,11,4.9,36,37,medium,medium,7,2,60.4,8,1
Math Assignment,assignment,11,8,6.6,60,5.09,21,58,hard,low,3,3,47.1,0,0
OS Lab - Process Scheduling (Sem 8),lab_experiment,24,24,42.2,26,6.84,48,49,very_hard,low,0,5,54.6,9,1
Algorithms Assignment,assignment,11,11,69.2,27,9.84,20,91,medium,low,4,4,41.6,2,1
Group Project - Web App (Sem 1),project,30,25,38.5,76,4.93,10,41,easy,low,9,2,34.8,-3,0
Math Assignment,assignment,16,15,26.0,71,8.73,27,66,hard,low,6,2,39.5,-2,0
Mid-Semester Exam (Sem 8),exam,13,9,56.1,24,7.4,39,54,medium,medium,9,6,59.1,9,1
DBMS Lab - SQL Queries #5,lab_experiment,11,9,43.8,58,4.0,45,74,medium,low,0,4,35.9,-1,0
Compiler Lab - Lexical Analysis,lab_experiment,21,16,40.3,70,4.92,23,51,medium,medium,1,4,39.3,-3,0
DBMS Assignment,assignment,6,3,16.1,4,7.43,29,94,medium,high,9,2,78.1,1,1
Internal Assessment,exam,30,29,52.8,10,6.81,45,17,medium,high,6,6,69.5,6,1
Computer Graphics Assignment (Sem 1),assignment,4,2,7.2,27,9.76,11,22,hard,medium,3,1,58.7,9,1
Computer Vision Lab (Sem 7),lab_experiment,8,3,46.5,86,6.75,47,64,very_hard,low,2,4,61.5,7,1
Unit Test #5,exam,30,28,44.5,41,9.07,31,91,medium,high,9,1,48.9,10,1
Embedded Systems Lab #5,lab_experiment,33,30,36.4,50,4.0,7,46,hard,medium,4,0,49.7,5,1
DS Lab - Linked List (Sem 1),lab_experiment,28,26,73.6,65,7.34,41,29,easy,medium,2,1,29.1,-1,0
Surprise Test #2,exam,27,25,8.3,51,7.41,18,19,hard,high,2,3,52.6,14,1
Computer Graphics Assignment (Sem 1),assignment,29,25,31.1,99,4.34,26,54,very_hard,medium,1,6,50.8,13,1
Computer Vision Lab,lab_experiment,13,9,4.3,69,7.39,25,74,hard,low,10,5,50.7,7,1
Industry Internship Project,project,15,13,63.1,18,4.79,10,70,hard,low,6,2,58.4,2,1
Open Source Contribution,project,19,15,16.7,50,7.91,17,81,hard,high,3,1,46.7,2,1
Online Quiz,exam,24,21,34.5,44,5.14,27,86,hard,high,2,2,57.9,10,1
Industry Internship Project,project,30,29,16.8,47,4.94,10,24,hard,medium,9,1,55.6,14,1
Mid-Semester Exam #3,exam,17,14,2.8,26,8.44,18,36,medium,high,8,3,54.6,10,1
OS Lab - Process Scheduling #4,lab_experiment,5,5,23.4,89,7.71,8,69,hard,low,6,5,48.0,-1,0
End-Semester Exam (Sem 5),exam,13,12,78.4,65,9.86,11,50,medium,high,1,1,30.1,-2,0
Open Source Contribution,project,33,29,25.1,62,6.36,15,12,medium,medium,10,2,43.1,-2,0
Mid-Semester Exam,exam,34,30,76.0,28,4.91,30,94,easy,high,8,5,64.4,10,1
Embedded Systems Lab #2,lab_experiment,13,9,27.0,69,4.79,46,27,hard,high,3,6,63.8,3,1
Module Exam,exam,24,20,73.5,40,4.41,39,25,easy,high,2,5,53.9,1,1
Online Quiz #4,exam,28,23,74.7,35,4.91,17,23,easy,low,9,4,47.7,5,1
Computer Vision Lab (Sem 4),lab_experiment,2,0,7.3,99,6.86,37,87,medium,high,2,6,66.9,7,1
Capstone Project,project,7,7,33.3,1,9.55,31,38,hard,critical,3,0,71.9,3,1
Industry Internship Project #4,project,29,28,34.8,99,4.25,29,50,medium,critical,9,4,61.1,9,1
Machine Learning Assignment #1,assignment,26,26,70.3,31,7.11,30,15,hard,medium,10,0,53.8,4,1
Weekly Test #4,exam,15,14,34.4,78,9.51,49,76,very_hard,medium,10,3,55.3,2,1
DBMS Assignment #5,assignment,15,13,36.6,22,6.72,50,35,very_hard,low,5,5,70.6,11,1
DBMS Lab - SQL Queries (Sem 2),lab_experiment,19,14,29.7,67,8.24,37,88,very_hard,medium,6,0,50.3,13,1
Compiler Lab - Lexical Analysis,lab_experiment,28,27,15.1,91,4.31,24,49,hard,critical,4,5,68.2,3,1
DBMS Assignment (Sem 1),assignment,26,24,2.0,63,9.13,39,10,hard,medium,3,4,45.3,11,1
Capstone Project,project,23,19,1.5,70,5.67,45,81,hard,medium,2,1,45.5,1,1
Mid-Semester Exam (Sem 1),exam,22,18,24.6,11,4.29,31,32,easy,medium,10,5,60.9,12,1
IOT Lab Experiment,lab_experiment,4,2,26.5,48,8.92,32,80,easy,medium,1,5,46.6,14,1
Practical Exam (Sem 7),exam,11,6,17.5,7,4.66,45,77,very_hard,medium,9,6,91.1,12,1
Online Quiz #5,exam,20,16,79.6,45,9.56,44,82,medium,high,7,3,53.4,13,1
Computer Vision Lab,lab_experiment,0,0,2.9,80,8.78,18,88,very_hard,medium,5,2,74.8,9,1
OS Lab - Process Scheduling #2,lab_experiment,25,25,25.3,64,7.3,5,24,hard,medium,9,4,52.7,-3,0
DS Lab - Linked List (Sem 6),lab_experiment,18,15,64.0,82,4.81,14,90,medium,critical,5,3,61.0,13,1
Final Year Project (Sem 5),project,28,23,25.9,68,4.11,41,97,medium,critical,5,0,60.5,3,1
Mid-Semester Exam (Sem 7),exam,18,17,46.1,49,5.12,12,49,hard,medium,0,2,42.4,0,0
Web Dev Assignment #2,assignment,28,26,18.1,38,5.05,28,14,hard,critical,7,4,80.2,1,1
Open Source Contribution #2,project,32,29,58.9,67,5.86,25,28,hard,low,8,5,56.1,3,1
OS Lab - Process Scheduling (Sem 7),lab_experiment,31,27,10.2,39,9.59,48,86,very_hard,medium,0,0,42.0,9,1
Mid-Semester Exam (Sem 5),exam,29,28,26.3,24,5.72,39,50,hard,high,4,1,67.1,3,1
End-Semester Exam,exam,19,17,44.4,34,4.85,50,46,hard,low,4,4,60.2,6,1
Final Year Project #2,project,33,28,5.0,49,4.32,32,60,easy,high,9,5,60.4,14,1
Industry Internship Project #3,project,27,26,57.3,85,8.86,10,69,hard,low,7,0,31.0,0,0
Weekly Test,exam,8,4,21.4,46,6.35,49,95,medium,critical,5,3,74.7,8,1
OS Assignment #4,assignment,18,15,67.8,36,8.61,43,83,easy,low,1,2,24.1,-3,0
Module Exam (Sem 7),exam,14,13,50.0,70,4.95,35,59,easy,medium,9,3,45.5,0,0
Module Exam (Sem 3),exam,21,21,59.4,91,7.45,36,24,hard,medium,8,0,42.4,0,0
AI Lab - Search Algorithms (Sem 2),lab_experiment,8,3,65.3,98,8.92,25,73,hard,low,3,6,48.9,3,1
DBMS Assignment (Sem 8),assignment,12,9,49.6,57,5.17,48,50,medium,high,10,2,59.4,7,1
End-Semester Exam (Sem 1),exam,19,16,68.0,37,4.37,40,16,easy,high,5,0,53.6,14,1
Mid-Semester Exam (Sem 7),exam,21,18,50.4,91,6.3,29,65,medium,high,7,1,43.7,4,1
IoT Based Project #4,project,32,27,10.9,1,4.43,6,28,hard,medium,6,1,64.4,2,1
Embedded Systems Lab (Sem 7),lab_experiment,8,5,41.2,70,8.92,29,55,medium,medium,0,4,34.9,0,0
Digital Electronics Lab (Sem 7),lab_experiment,20,18,3.6,4,7.41,50,57,easy,medium,1,1,39.2,-1,0
Open Source Contribution,project,20,15,59.6,85,4.47,45,79,hard,medium,0,2,38.5,9,1
Web Dev Assignment (Sem 8),assignment,25,23,34.3,37,5.74,7,98,very_hard,high,9,2,74.3,1,1
Industry Internship Project (Sem 1),project,14,9,50.3,36,6.91,13,74,easy,high,4,1,45.1,10,1
Viva Voce (Sem 1),exam,7,3,14.8,75,8.43,47,67,medium,low,3,3,44.7,-2,0
Math Assignment (Sem 3),assignment,30,29,67.2,96,9.96,29,40,hard,high,2,1,35.7,-1,0
Algorithms Assignment,assignment,17,14,38.6,60,8.48,39,39,medium,high,7,2,47.9,3,1
Final Year Project #3,project,23,21,77.0,87,9.74,11,78,hard,critical,6,4,58.7,11,1
Practical Exam,exam,13,8,47.1,59,8.64,20,96,hard,low,5,5,47.2,12,1
Compiler Lab - Lexical Analysis (Sem 1),lab_experiment,0,0,1.9,12,7.15,48,67,medium,high,4,1,83.4,1,1
Computer Graphics Assignment (Sem 1),assignment,22,21,76.1,81,4.73,12,21,very_hard,low,10,6,60.0,11,1
DBMS Lab - SQL Queries #2,lab_experiment,19,14,75.0,81,6.72,22,64,hard,high,5,2,54.0,3,1
Algorithms Assignment #1,assignment,10,10,21.4,33,5.07,9,72,very_hard,medium,6,1,66.3,11,1
Mini Project,project,24,19,9.4,56,8.29,11,14,easy,high,4,6,43.9,0,0
Web Dev Assignment,assignment,24,21,22.0,89,5.98,30,83,easy,high,7,3,48.2,7,1
Mini Project,project,17,12,65.6,61,4.73,39,55,medium,medium,0,5,41.7,-3,0
Module Exam #3,exam,26,24,52.2,22,7.33,29,94,easy,high,1,5,48.5,12,1
Weekly Test (Sem 8),exam,7,6,3.8,3,8.32,42,40,medium,low,8,5,61.6,5,1
Open Source Contribution,project,10,10,27.7,92,4.26,12,37,hard,high,7,5,61.8,14,1
Computer Vision Lab,lab_experiment,24,23,39.6,2,6.83,44,15,medium,high,0,1,48.0,11,1
Algorithms Assignment (Sem 8),assignment,9,5,6.1,13,4.69,43,88,medium,high,6,2,75.7,13,1
IoT Based Project #1,project,27,26,61.4,75,5.04,9,25,medium,high,2,5,48.9,-1,0
IOT Lab Experiment,lab_experiment,8,3,49.4,99,4.95,36,20,easy,low,1,5,41.8,-1,0
Capstone Project,project,22,20,42.3,52,5.44,16,88,hard,high,7,4,68.2,2,1
Practical Exam (Sem 1),exam,8,7,10.3,67,9.86,44,56,very_hard,critical,8,1,76.0,8,1
AI Lab - Search Algorithms,lab_experiment,26,25,55.1,60,6.99,15,95,very_hard,low,5,2,53.5,-2,0
ML Model Project,project,8,3,5.1,68,5.06,6,72,medium,low,3,5,56.0,8,1
Online Quiz,exam,24,24,26.8,12,5.42,31,35,medium,medium,7,4,63.7,8,1
Software Engineering Assignment (Sem 4),assignment,15,14,31.6,17,6.75,17,90,medium,medium,5,1,50.3,1,1
Algorithms Assignment #2,assignment,17,14,14.5,43,5.32,23,87,easy,high,9,1,52.7,10,1
DBMS Lab - SQL Queries,lab_experiment,21,18,67.1,35,4.09,32,41,medium,medium,3,4,53.2,3,1
Software Engineering Assignment #1,assignment,27,23,3.7,67,6.37,49,22,medium,medium,8,6,51.5,1,1
Group Project - Web App #2,project,12,7,79.9,2,6.88,24,30,hard,critical,9,0,82.0,8,1
Research Project #4,project,23,20,56.6,0,9.16,9,59,very_hard,medium,0,2,49.9,0,0
Surprise Test (Sem 4),exam,6,2,70.6,94,9.59,37,96,medium,low,6,2,43.9,8,1
Math Assignment (Sem 3),assignment,22,17,6.3,90,8.64,13,52,medium,low,7,5,33.3,-2,0
Compiler Lab - Lexical Analysis (Sem 5),lab_experiment,24,21,22.9,8,6.24,33,72,medium,high,7,5,68.7,9,1
Weekly Test (Sem 6),exam,35,30,64.9,8,5.13,34,21,easy,critical,4,0,63.8,2,1
AI Lab - Search Algorithms #1,lab_experiment,5,4,42.1,80,4.14,31,97,medium,low,5,3,51.1,8,1
Algorithms Assignment,assignment,28,27,67.0,66,7.87,31,84,medium,high,5,3,47.9,0,0
ML Model Project #5,project,7,5,18.9,47,9.82,8,28,medium,medium,2,4,43.4,-2,0
Unit Test,exam,7,7,4.3,40,7.45,33,43,medium,medium,0,5,48.3,-1,0
Unit Test (Sem 8),exam,9,5,24.8,3,6.43,36,28,very_hard,critical,2,0,82.0,12,1
Viva Voce (Sem 5),exam,22,21,64.2,93,9.44,33,53,hard,high,0,1,30.7,-3,0
Mid-Semester Exam #4,exam,11,11,26.8,77,7.85,42,77,medium,critical,4,1,47.8,1,1
Machine Learning Assignment (Sem 2),assignment,13,12,39.7,77,7.63,8,95,medium,low,6,2,29.4,0,0
Mid-Semester Exam #3,exam,12,9,70.1,11,5.29,33,63,hard,medium,6,5,73.1,7,1
Computer Vision Lab,lab_experiment,8,6,38.5,67,9.92,9,85,hard,low,6,5,52.5,5,1
Research Project (Sem 8),project,19,18,16.7,48,5.74,36,15,hard,medium,9,2,60.0,8,1
Group Project - Web App,project,10,8,76.5,81,6.84,46,95,very_hard,medium,7,5,63.4,11,1
OS Lab - Process Scheduling #1,lab_experiment,6,2,59.9,74,6.88,32,43,hard,medium,1,2,52.4,9,1
Algorithms Assignment,assignment,13,10,70.4,17,6.14,8,44,medium,high,5,0,54.4,5,1
Module Exam (Sem 4),exam,5,5,48.3,21,7.26,25,97,hard,medium,5,0,63.3,9,1
Unit Test (Sem 3),exam,11,9,62.5,52,6.04,15,23,medium,medium,3,6,45.1,9,1
Software Engineering Assignment,assignment,27,26,73.9,61,6.09,49,56,easy,medium,9,4,45.7,13,1
Unit Test (Sem 1),exam,26,26,18.6,88,4.85,19,49,easy,low,1,3,23.3,-3,0
Data Structures Assignment,assignment,6,6,3.6,84,7.08,8,70,easy,medium,1,2,29.0,-3,0
OS Assignment (Sem 4),assignment,29,28,15.6,44,4.18,14,45,very_hard,medium,2,6,63.6,9,1
Digital Electronics Lab,lab_experiment,30,26,61.3,67,5.3,17,46,easy,high,0,5,40.3,-3,0
Digital Electronics Lab (Sem 6),lab_experiment,19,18,35.7,13,5.09,27,58,medium,medium,6,0,55.1,13,1
End-Semester Exam (Sem 2),exam,7,4,61.2,90,5.73,7,20,medium,low,4,3,43.7,10,1
Weekly Test #2,exam,30,27,15.9,8,9.37,35,96,medium,low,10,3,47.9,11,1
Software Engineering Assignment,assignment,7,4,32.6,75,9.87,15,18,medium,low,3,4,36.5,0,0
Networking Assignment #4,assignment,29,24,61.5,75,5.64,46,61,medium,high,6,3,57.6,9,1
Unit Test,exam,11,8,40.3,80,9.65,6,22,hard,high,7,5,53.6,1,1
Embedded Systems Lab,lab_experiment,13,9,50.2,97,4.46,38,73,hard,medium,10,3,52.4,0,0
Module Exam,exam,13,13,31.3,40,9.12,33,68,easy,low,10,6,40.3,-1,0
IOT Lab Experiment #4,lab_experiment,25,22,39.5,14,7.41,36,94,hard,medium,7,3,63.8,9,1
Digital Electronics Lab #1,lab_experiment,19,15,77.7,78,8.06,23,51,easy,high,2,6,34.7,-1,0
Surprise Test #1,exam,6,3,28.3,45,6.47,8,94,medium,medium,4,4,61.8,2,1
Algorithms Assignment,assignment,4,0,26.8,58,7.95,32,82,medium,medium,0,5,56.6,8,1
Math Assignment #4,assignment,18,18,64.9,12,8.15,18,53,medium,high,10,2,55.4,3,1
Practical Exam #4,exam,20,20,67.4,68,5.28,21,16,medium,high,3,4,52.5,12,1
Computer Graphics Assignment #1,assignment,6,2,64.3,60,6.56,27,19,hard,medium,4,3,65.7,11,1
Internal Assessment #4,exam,23,19,36.8,97,7.29,6,90,hard,critical,9,3,59.2,4,1
ML Model Project (Sem 7),project,28,23,5.7,25,6.19,14,40,easy,high,4,6,55.4,7,1
IoT Based Project #1,project,10,8,52.0,32,8.12,20,61,medium,low,0,1,22.6,-1,0
Capstone Project #5,project,20,20,17.0,34,4.82,21,45,hard,low,0,5,47.3,8,1
Data Structures Assignment (Sem 6),assignment,9,9,72.1,52,9.38,47,94,very_hard,medium,2,1,47.3,-3,0
Machine Learning Assignment #5,assignment,28,28,19.8,15,8.64,25,52,hard,high,3,3,58.5,4,1
DBMS Lab - SQL Queries #2,lab_experiment,17,14,21.1,75,4.34,39,57,hard,low,8,3,51.9,8,1
AI Lab - Search Algorithms #2,lab_experiment,24,22,65.9,2,7.87,43,14,hard,high,0,5,57.9,13,1
AI Lab - Search Algorithms #5,lab_experiment,25,20,29.7,87,4.73,20,66,medium,critical,6,2,58.6,5,1
Networking Assignment,assignment,32,29,50.9,98,7.87,7,45,very_hard,high,7,3,54.1,0,0
Online Quiz (Sem 3),exam,12,8,6.2,53,7.61,40,51,medium,low,0,5,28.4,-2,0
Research Project,project,22,20,25.8,10,4.66,20,76,hard,high,10,6,79.0,3,1
IoT Based Project (Sem 8),project,6,4,14.7,75,8.96,23,35,easy,medium,6,3,41.3,14,1
OS Lab - Process Scheduling,lab_experiment,15,14,21.7,21,4.3,44,64,hard,low,5,1,59.2,10,1
Data Structures Assignment #5,assignment,31,26,40.0,28,8.28,17,44,medium,medium,2,3,38.1,-2,0
AI Lab - Search Algorithms,lab_experiment,14,13,3.3,33,5.41,33,41,medium,high,7,0,58.7,1,1
Research Project (Sem 7),project,11,6,31.3,54,8.42,21,19,easy,low,5,1,36.3,0,0
Surprise Test,exam,12,8,50.0,38,9.87,47,57,easy,critical,0,4,45.1,3,1
Unit Test #5,exam,31,28,11.4,40,8.26,32,28,medium,medium,2,3,37.2,-1,0
Online Quiz (Sem 5),exam,28,26,41.8,55,9.36,25,72,hard,low,10,5,48.5,0,0
Networking Assignment,assignment,5,5,38.1,20,8.24,32,24,very_hard,critical,0,3,73.2,6,1
Capstone Project (Sem 2),project,28,27,10.8,11,5.22,23,33,hard,high,4,4,74.1,11,1
Computer Vision Lab #1,lab_experiment,29,29,20.4,63,8.06,26,13,medium,critical,1,3,44.0,-1,0
Math Assignment,assignment,19,14,53.1,58,7.77,22,86,hard,medium,0,5,37.6,0,0
Surprise Test,exam,30,25,23.4,7,8.46,40,87,medium,medium,2,1,40.6,0,0
Data Structures Assignment #2,assignment,27,24,23.5,96,9.73,14,25,medium,high,4,5,41.2,-2,0
End-Semester Exam #3,exam,17,14,38.6,72,7.6,10,64,hard,high,6,5,55.6,7,1
Data Structures Assignment #5,assignment,22,21,52.2,91,4.93,36,77,hard,medium,4,3,50.4,7,1
Web Dev Assignment,assignment,23,21,67.5,66,6.57,41,16,hard,critical,8,0,62.9,9,1
Mobile App Development (Sem 8),project,27,23,65.2,45,5.53,10,74,easy,high,7,1,51.0,13,1
Embedded Systems Lab #1,lab_experiment,33,28,24.5,75,8.34,47,67,hard,medium,2,1,34.7,-2,0
Computer Graphics Assignment #3,assignment,17,17,1.5,14,4.08,46,71,medium,medium,10,5,66.8,10,1
ML Model Project (Sem 6),project,26,21,54.3,38,4.53,13,11,easy,high,3,6,54.7,1,1
IOT Lab Experiment #2,lab_experiment,31,26,68.8,68,5.15,24,69,easy,medium,1,1,28.8,-2,0
Capstone Project #4,project,19,18,16.9,72,8.98,30,16,medium,low,6,3,34.6,0,0
Mid-Semester Exam #4,exam,20,16,58.2,86,9.43,36,39,hard,medium,6,4,46.4,6,1
Algorithms Assignment,assignment,19,15,75.2,44,6.69,32,12,easy,high,7,2,50.4,8,1
Digital Electronics Lab (Sem 6),lab_experiment,32,27,52.9,16,9.3,50,59,very_hard,high,10,5,78.8,12,1
Weekly Test #2,exam,27,22,7.8,61,4.77,17,30,hard,low,6,3,52.5,5,1
DS Lab - Linked List,lab_experiment,13,11,29.2,20,5.05,37,14,hard,medium,1,4,57.7,4,1
Machine Learning Assignment #2,assignment,12,10,61.8,98,9.27,22,29,very_hard,critical,9,5,67.6,2,1
Web Dev Assignment,assignment,29,25,49.2,13,8.94,7,74,easy,high,3,2,43.1,-2,0
Weekly Test (Sem 8),exam,27,27,13.2,46,6.01,13,25,hard,medium,6,6,59.1,13,1
Networking Assignment #4,assignment,17,16,7.7,47,8.29,31,56,hard,medium,8,3,51.7,13,1
Network Lab - Packet Analysis #4,lab_experiment,31,28,76.2,66,8.77,28,13,medium,high,8,0,41.6,2,1
Practical Exam #4,exam,4,1,61.0,84,9.54,14,83,easy,high,10,4,64.6,5,1
Mobile App Development (Sem 5),project,25,23,72.8,1,8.96,38,88,very_hard,high,7,5,80.6,4,1
IoT Based Project #4,project,2,2,43.5,49,8.35,13,76,very_hard,medium,1,4,62.5,9,1
Module Exam,exam,4,0,47.8,30,8.99,24,64,very_hard,low,0,6,71.4,6,1
Module Exam,exam,29,24,75.4,57,5.79,5,68,medium,medium,9,4,52.1,12,1
Compiler Lab - Lexical Analysis (Sem 5),lab_experiment,30,25,46.2,17,8.29,38,41,easy,medium,3,6,44.4,-1,0
Mini Project #2,project,2,2,5.9,16,6.86,33,19,medium,medium,9,4,73.1,9,1
ML Model Project (Sem 8),project,16,13,55.4,62,8.39,31,30,easy,low,7,1,27.7,-3,0
IOT Lab Experiment (Sem 1),lab_experiment,9,5,30.2,15,7.61,31,24,easy,high,0,4,48.1,3,1
Math Assignment #3,assignment,12,9,3.2,18,4.85,42,63,easy,critical,4,1,64.6,3,1
Final Year Project,project,27,27,34.0,73,5.86,33,53,hard,medium,9,1,52.7,13,1
Digital Electronics Lab (Sem 8),lab_experiment,15,14,69.4,41,4.54,44,95,hard,medium,6,2,62.2,9,1
Web Dev Assignment,assignment,22,22,46.2,98,8.24,40,92,easy,high,3,4,33.4,-3,0
IOT Lab Experiment,lab_experiment,25,21,15.2,2,5.65,18,41,hard,high,9,3,76.4,2,1
Online Quiz #5,exam,27,27,27.9,23,6.49,38,50,medium,low,1,4,40.2,-2,0
Unit Test,exam,6,4,76.2,86,5.02,44,51,easy,high,4,3,55.2,2,1
Unit Test #4,exam,12,12,5.1,30,8.51,42,40,medium,high,6,0,50.2,5,1
Math Assignment,assignment,15,15,33.2,29,9.48,6,44,hard,high,1,1,43.8,13,1
AI Lab - Search Algorithms #5,lab_experiment,7,2,40.5,100,9.81,28,79,very_hard,high,8,3,70.8,9,1
